LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr
E01000001,City of London 001A,City of London,children_and_adolescents,-4.099204245791,Low-low surplus cluster,6.69445751214008,0.0001,0.00156,Low-low surplus cluster
E01000002,City of London 001B,City of London,children_and_adolescents,-4.25498725559556,Low-low surplus cluster,6.4174157122828,0.0001,0.00156,Low-low surplus cluster
E01000003,City of London 001C,City of London,children_and_adolescents,-5.03508668443889,Low-low surplus cluster,6.70796988128929,0.0001,0.00156,Low-low surplus cluster
E01000005,City of London 001E,City of London,children_and_adolescents,-3.27910354300279,Low-low surplus cluster,4.59211037301368,0.0001,0.00156,Low-low surplus cluster
E01000006,Barking and Dagenham 016A,Barking and Dagenham,children_and_adolescents,1.83085250623486,Not significant,0.509401969443428,0.1846,0.254283443708609,Not significant
E01000007,Barking and Dagenham 015A,Barking and Dagenham,children_and_adolescents,0.347341870287307,High-high mismatch cluster,0.171108528575949,0.0192,0.0548006861063465,Not significant
E01000008,Barking and Dagenham 015B,Barking and Dagenham,children_and_adolescents,2.08014699013304,High-high mismatch cluster,1.42018923364237,0.0005,0.00447311827956989,High-high mismatch cluster
E01000009,Barking and Dagenham 016B,Barking and Dagenham,children_and_adolescents,0.481534990141693,Not significant,0.168720683343689,0.0775,0.140479302832244,Not significant
E01000011,Barking and Dagenham 016C,Barking and Dagenham,children_and_adolescents,1.7613656130786,Not significant,0.714974300301412,0.0651,0.125088221709007,Not significant
E01000012,Barking and Dagenham 015D,Barking and Dagenham,children_and_adolescents,2.62590936352536,High-high mismatch cluster,1.69748539400613,0.0008,0.0061724884080371,High-high mismatch cluster
E01000013,Barking and Dagenham 013A,Barking and Dagenham,children_and_adolescents,1.44729280037466,Not significant,0.684054256404371,0.0382,0.0881212569316081,Not significant
E01000014,Barking and Dagenham 013B,Barking and Dagenham,children_and_adolescents,1.97001520317989,High-high mismatch cluster,1.1055475044074,0.0037,0.0179673151750973,High-high mismatch cluster
E01000015,Barking and Dagenham 009A,Barking and Dagenham,children_and_adolescents,2.35901529822225,High-high mismatch cluster,1.49090552842082,0.0024,0.013312,High-high mismatch cluster
E01000016,Barking and Dagenham 009B,Barking and Dagenham,children_and_adolescents,2.14205070887372,High-high mismatch cluster,1.67698735892742,0.0001,0.00156,High-high mismatch cluster
E01000017,Barking and Dagenham 009C,Barking and Dagenham,children_and_adolescents,2.36687342923625,High-high mismatch cluster,1.63651656962476,0.0014,0.00919578947368421,High-high mismatch cluster
E01000018,Barking and Dagenham 009D,Barking and Dagenham,children_and_adolescents,1.40368298493411,High-high mismatch cluster,1.04767284716774,0.0033,0.0166232088799193,High-high mismatch cluster
E01000019,Barking and Dagenham 023A,Barking and Dagenham,children_and_adolescents,2.35842356586344,High-high mismatch cluster,2.1711250942455,0.0002,0.00242330097087379,High-high mismatch cluster
E01000020,Barking and Dagenham 023B,Barking and Dagenham,children_and_adolescents,2.81911876390094,High-high mismatch cluster,2.70005925773758,0.0001,0.00156,High-high mismatch cluster
E01000021,Barking and Dagenham 008A,Barking and Dagenham,children_and_adolescents,1.99000573861365,High-high mismatch cluster,1.41008067865471,0.0005,0.00447311827956989,High-high mismatch cluster
E01000022,Barking and Dagenham 008B,Barking and Dagenham,children_and_adolescents,2.13127441473002,High-high mismatch cluster,1.83139372593734,0.0007,0.00557320574162679,High-high mismatch cluster
E01000024,Barking and Dagenham 008D,Barking and Dagenham,children_and_adolescents,1.94812157439613,High-high mismatch cluster,1.75937122197675,0.0001,0.00156,High-high mismatch cluster
E01000025,Barking and Dagenham 008E,Barking and Dagenham,children_and_adolescents,2.20334562689193,High-high mismatch cluster,1.76619884601972,0.0001,0.00156,High-high mismatch cluster
E01000027,Barking and Dagenham 001A,Barking and Dagenham,children_and_adolescents,4.55717546953923,High-high mismatch cluster,4.59314014481268,0.0001,0.00156,High-high mismatch cluster
E01000028,Barking and Dagenham 001B,Barking and Dagenham,children_and_adolescents,3.5771375194265,High-high mismatch cluster,4.32345141616215,0.0001,0.00156,High-high mismatch cluster
E01000029,Barking and Dagenham 001C,Barking and Dagenham,children_and_adolescents,2.11972121864546,High-high mismatch cluster,1.83566054581033,0.0001,0.00156,High-high mismatch cluster
E01000030,Barking and Dagenham 001D,Barking and Dagenham,children_and_adolescents,4.28167702808799,High-high mismatch cluster,4.35883609451332,0.0002,0.00242330097087379,High-high mismatch cluster
E01000031,Barking and Dagenham 002A,Barking and Dagenham,children_and_adolescents,0.544637093592951,High-high mismatch cluster,0.50709501242849,0.0001,0.00156,High-high mismatch cluster
E01000032,Barking and Dagenham 002B,Barking and Dagenham,children_and_adolescents,0.872337328929141,High-high mismatch cluster,0.497668150851216,0.0019,0.0112113475177305,High-high mismatch cluster
E01000033,Barking and Dagenham 006A,Barking and Dagenham,children_and_adolescents,3.57788902609388,High-high mismatch cluster,2.79593901313348,0.002,0.0116771929824561,High-high mismatch cluster
E01000034,Barking and Dagenham 003A,Barking and Dagenham,children_and_adolescents,1.53293594786947,High-high mismatch cluster,1.11235351053849,0.0005,0.00447311827956989,High-high mismatch cluster
E01000035,Barking and Dagenham 010A,Barking and Dagenham,children_and_adolescents,2.08455646596067,High-high mismatch cluster,2.03082617326379,0.0001,0.00156,High-high mismatch cluster
E01000036,Barking and Dagenham 010B,Barking and Dagenham,children_and_adolescents,1.81666533758186,High-high mismatch cluster,1.70956940142132,0.0001,0.00156,High-high mismatch cluster
E01000037,Barking and Dagenham 003B,Barking and Dagenham,children_and_adolescents,1.43227071440838,High-high mismatch cluster,0.866288141570954,0.0072,0.0277976798143852,High-high mismatch cluster
E01000038,Barking and Dagenham 003C,Barking and Dagenham,children_and_adolescents,0.906978179637597,High-high mismatch cluster,0.515169163568295,0.0072,0.0277976798143852,High-high mismatch cluster
E01000039,Barking and Dagenham 003D,Barking and Dagenham,children_and_adolescents,3.19909251642895,High-high mismatch cluster,1.93583792806634,0.0013,0.00879349593495935,High-high mismatch cluster
E01000040,Barking and Dagenham 019A,Barking and Dagenham,children_and_adolescents,0.953837042793443,Not significant,0.432541428636862,0.0677,0.128354880364603,Not significant
E01000041,Barking and Dagenham 017A,Barking and Dagenham,children_and_adolescents,2.04552953337051,High-high mismatch cluster,1.61692135988503,0.0009,0.00673583208395802,High-high mismatch cluster
E01000042,Barking and Dagenham 017B,Barking and Dagenham,children_and_adolescents,2.41768723167756,High-high mismatch cluster,1.41915976537107,0.0071,0.0275822568093385,High-high mismatch cluster
E01000043,Barking and Dagenham 019B,Barking and Dagenham,children_and_adolescents,0.837948233519531,High-high mismatch cluster,0.465330437708841,0.009,0.0323688760806916,High-high mismatch cluster
E01000044,Barking and Dagenham 016D,Barking and Dagenham,children_and_adolescents,0.144061085798988,Not significant,0.0537869255966772,0.0374,0.0869589194224499,Not significant
E01000045,Barking and Dagenham 017C,Barking and Dagenham,children_and_adolescents,2.24939551827764,High-high mismatch cluster,1.78141341176089,0.0005,0.00447311827956989,High-high mismatch cluster
E01000046,Barking and Dagenham 017D,Barking and Dagenham,children_and_adolescents,2.15779236496663,High-high mismatch cluster,1.78326044650897,0.0002,0.00242330097087379,High-high mismatch cluster
E01000049,Barking and Dagenham 021C,Barking and Dagenham,children_and_adolescents,2.02841237280105,Not significant,1.04072787158495,0.0423,0.0942685714285714,Not significant
E01000050,Barking and Dagenham 019C,Barking and Dagenham,children_and_adolescents,-0.0443473999820301,Not significant,-0.01755947793681,0.0512,0.106451645147855,Not significant
E01000051,Barking and Dagenham 021D,Barking and Dagenham,children_and_adolescents,-0.108139868699555,Not significant,-0.0264477573610329,0.2194,0.286713298429319,Not significant
E01000052,Barking and Dagenham 019D,Barking and Dagenham,children_and_adolescents,1.88310976185793,Not significant,0.71266224224472,0.0611,0.119847229862475,Not significant
E01000053,Barking and Dagenham 020A,Barking and Dagenham,children_and_adolescents,0.75678543993109,High-high mismatch cluster,0.550723834072146,0.0018,0.0108129963898917,High-high mismatch cluster
E01000054,Barking and Dagenham 018A,Barking and Dagenham,children_and_adolescents,1.793199362967,High-high mismatch cluster,1.20881853756411,0.0026,0.0139711517761033,High-high mismatch cluster
E01000055,Barking and Dagenham 018B,Barking and Dagenham,children_and_adolescents,1.59124627103436,High-high mismatch cluster,1.57442779069517,0.0001,0.00156,High-high mismatch cluster
E01000056,Barking and Dagenham 018C,Barking and Dagenham,children_and_adolescents,1.68872591124772,High-high mismatch cluster,1.0886859893041,0.012,0.0395928618638467,High-high mismatch cluster
E01000057,Barking and Dagenham 012A,Barking and Dagenham,children_and_adolescents,1.4968026889704,High-high mismatch cluster,0.978738226422166,0.0017,0.0105421118012422,High-high mismatch cluster
E01000058,Barking and Dagenham 018D,Barking and Dagenham,children_and_adolescents,1.66115080746057,Not significant,0.759623258514339,0.0279,0.0707707317073171,Not significant
E01000059,Barking and Dagenham 013C,Barking and Dagenham,children_and_adolescents,0.56910734993616,Not significant,0.246168822974272,0.0338,0.0810810187409899,Not significant
E01000060,Barking and Dagenham 006B,Barking and Dagenham,children_and_adolescents,1.43854218262715,High-high mismatch cluster,1.0105559916892,0.0002,0.00242330097087379,High-high mismatch cluster
E01000061,Barking and Dagenham 006C,Barking and Dagenham,children_and_adolescents,0.832648284231774,High-high mismatch cluster,0.53290280936258,0.0027,0.0143387234042553,High-high mismatch cluster
E01000062,Barking and Dagenham 006D,Barking and Dagenham,children_and_adolescents,2.24068088587311,High-high mismatch cluster,1.58782836523793,0.0008,0.0061724884080371,High-high mismatch cluster
E01000063,Barking and Dagenham 004A,Barking and Dagenham,children_and_adolescents,0.883652074869818,High-high mismatch cluster,0.501601491192758,0.0061,0.0247973941368078,High-high mismatch cluster
E01000064,Barking and Dagenham 006E,Barking and Dagenham,children_and_adolescents,3.23352450353146,High-high mismatch cluster,2.80039933268421,0.0001,0.00156,High-high mismatch cluster
E01000065,Barking and Dagenham 007A,Barking and Dagenham,children_and_adolescents,1.21170754512588,High-high mismatch cluster,0.810261677193898,0.0023,0.0129589164785553,High-high mismatch cluster
E01000066,Barking and Dagenham 011A,Barking and Dagenham,children_and_adolescents,2.27001436524264,High-high mismatch cluster,1.63813081135103,0.0003,0.0031661733615222,High-high mismatch cluster
E01000067,Barking and Dagenham 011B,Barking and Dagenham,children_and_adolescents,1.89288775027046,High-high mismatch cluster,1.23015743289639,0.0058,0.0239285950413223,High-high mismatch cluster
E01000068,Barking and Dagenham 016E,Barking and Dagenham,children_and_adolescents,0.914637936994807,Not significant,0.422828328548859,0.0284,0.0716748230535895,Not significant
E01000069,Barking and Dagenham 011C,Barking and Dagenham,children_and_adolescents,0.610803656071821,High-high mismatch cluster,0.370282125396156,0.0176,0.0514699472759227,Not significant
E01000070,Barking and Dagenham 011D,Barking and Dagenham,children_and_adolescents,0.858161126010625,High-high mismatch cluster,0.497062134996547,0.0043,0.0197839631336406,High-high mismatch cluster
E01000071,Barking and Dagenham 011E,Barking and Dagenham,children_and_adolescents,1.4120611895678,High-high mismatch cluster,0.700476008749448,0.0057,0.0236332225913621,High-high mismatch cluster
E01000072,Barking and Dagenham 017E,Barking and Dagenham,children_and_adolescents,1.84203753763966,High-high mismatch cluster,1.40172168875401,0.0001,0.00156,High-high mismatch cluster
E01000073,Barking and Dagenham 012B,Barking and Dagenham,children_and_adolescents,2.14876657069477,High-high mismatch cluster,1.78570620411721,0.0002,0.00242330097087379,High-high mismatch cluster
E01000074,Barking and Dagenham 012C,Barking and Dagenham,children_and_adolescents,2.29785412393895,High-high mismatch cluster,1.58889794443481,0.003,0.0155837669094693,High-high mismatch cluster
E01000075,Barking and Dagenham 012D,Barking and Dagenham,children_and_adolescents,1.38729052741316,High-high mismatch cluster,0.950243921738622,0.0003,0.0031661733615222,High-high mismatch cluster
E01000076,Barking and Dagenham 012E,Barking and Dagenham,children_and_adolescents,1.81512167356753,High-high mismatch cluster,1.30777284759069,0.0006,0.0050255033557047,High-high mismatch cluster
E01000077,Barking and Dagenham 008F,Barking and Dagenham,children_and_adolescents,1.61480438733124,High-high mismatch cluster,1.45007520280565,0.0001,0.00156,High-high mismatch cluster
E01000078,Barking and Dagenham 007B,Barking and Dagenham,children_and_adolescents,2.98210024871115,High-high mismatch cluster,2.32863802099903,0.0004,0.00385482625482626,High-high mismatch cluster
E01000079,Barking and Dagenham 009E,Barking and Dagenham,children_and_adolescents,1.43786950168269,High-high mismatch cluster,1.08041924805051,0.001,0.00731964809384164,High-high mismatch cluster
E01000080,Barking and Dagenham 007C,Barking and Dagenham,children_and_adolescents,2.24030212923231,High-high mismatch cluster,1.59182270067246,0.0037,0.0179673151750973,High-high mismatch cluster
E01000081,Barking and Dagenham 007D,Barking and Dagenham,children_and_adolescents,2.00012255483849,High-high mismatch cluster,1.41369017074699,0.0011,0.00778893617021277,High-high mismatch cluster
E01000082,Barking and Dagenham 007E,Barking and Dagenham,children_and_adolescents,1.00845391528297,High-high mismatch cluster,0.696091405980274,0.0015,0.0096,High-high mismatch cluster
E01000083,Barking and Dagenham 007F,Barking and Dagenham,children_and_adolescents,3.61226467523277,High-high mismatch cluster,3.08206124473176,0.0003,0.0031661733615222,High-high mismatch cluster
E01000084,Barking and Dagenham 013D,Barking and Dagenham,children_and_adolescents,0.0610840685435659,Not significant,0.0261568696463914,0.0267,0.0686335736354274,Not significant
E01000085,Barking and Dagenham 013E,Barking and Dagenham,children_and_adolescents,0.934618653648472,Not significant,0.39144691527751,0.0605,0.119044540796216,Not significant
E01000086,Barking and Dagenham 013F,Barking and Dagenham,children_and_adolescents,0.924951032916491,Not significant,0.353580518962985,0.0754,0.138330319735391,Not significant
E01000087,Barking and Dagenham 020B,Barking and Dagenham,children_and_adolescents,2.74889415429577,High-high mismatch cluster,1.79898387938784,0.0026,0.0139711517761033,High-high mismatch cluster
E01000088,Barking and Dagenham 020C,Barking and Dagenham,children_and_adolescents,1.3458390250298,High-high mismatch cluster,0.968203186709346,0.0012,0.00830846047156727,High-high mismatch cluster
E01000089,Barking and Dagenham 020D,Barking and Dagenham,children_and_adolescents,2.39024012273636,High-high mismatch cluster,1.87646901309934,0.0083,0.0306688378978534,High-high mismatch cluster
E01000090,Barking and Dagenham 020E,Barking and Dagenham,children_and_adolescents,2.73131262957148,High-high mismatch cluster,2.08631236048116,0.0002,0.00242330097087379,High-high mismatch cluster
E01000091,Barking and Dagenham 022A,Barking and Dagenham,children_and_adolescents,2.26125409886603,High-high mismatch cluster,2.61088949199329,0.0001,0.00156,High-high mismatch cluster
E01000093,Barking and Dagenham 022B,Barking and Dagenham,children_and_adolescents,1.19053949396987,High-high mismatch cluster,1.06486586794506,0.0001,0.00156,High-high mismatch cluster
E01000094,Barking and Dagenham 022C,Barking and Dagenham,children_and_adolescents,3.5493768591224,High-high mismatch cluster,3.86179681884112,0.0001,0.00156,High-high mismatch cluster
E01000095,Barking and Dagenham 018E,Barking and Dagenham,children_and_adolescents,3.72031540503546,High-high mismatch cluster,3.22829125821404,0.0001,0.00156,High-high mismatch cluster
E01000096,Barking and Dagenham 022D,Barking and Dagenham,children_and_adolescents,3.95245263369967,High-high mismatch cluster,3.55993351396437,0.0001,0.00156,High-high mismatch cluster
E01000097,Barking and Dagenham 023C,Barking and Dagenham,children_and_adolescents,1.40198635720618,High-high mismatch cluster,1.05673750909149,0.0033,0.0166232088799193,High-high mismatch cluster
E01000098,Barking and Dagenham 023D,Barking and Dagenham,children_and_adolescents,2.42637779915091,High-high mismatch cluster,2.10745972707801,0.0001,0.00156,High-high mismatch cluster
E01000099,Barking and Dagenham 023E,Barking and Dagenham,children_and_adolescents,1.86343406744065,High-high mismatch cluster,1.4557649591198,0.0001,0.00156,High-high mismatch cluster
E01000100,Barking and Dagenham 004B,Barking and Dagenham,children_and_adolescents,1.95842471249986,High-high mismatch cluster,1.18399189849318,0.005,0.0216854908774978,High-high mismatch cluster
E01000101,Barking and Dagenham 004C,Barking and Dagenham,children_and_adolescents,1.17681351868429,High-high mismatch cluster,0.749539065955831,0.0059,0.024221052631579,High-high mismatch cluster
E01000102,Barking and Dagenham 007G,Barking and Dagenham,children_and_adolescents,1.94937347219754,High-high mismatch cluster,1.75044411444655,0.0001,0.00156,High-high mismatch cluster
E01000103,Barking and Dagenham 014A,Barking and Dagenham,children_and_adolescents,2.1689112841091,High-high mismatch cluster,1.34666851200658,0.0017,0.0105421118012422,High-high mismatch cluster
E01000104,Barking and Dagenham 014B,Barking and Dagenham,children_and_adolescents,2.13745875834386,High-high mismatch cluster,1.41502404052778,0.0006,0.0050255033557047,High-high mismatch cluster
E01000105,Barking and Dagenham 014C,Barking and Dagenham,children_and_adolescents,0.474542204880698,High-high mismatch cluster,0.263099444518547,0.0044,0.0200226071103008,High-high mismatch cluster
E01000106,Barking and Dagenham 014D,Barking and Dagenham,children_and_adolescents,1.98070816560617,High-high mismatch cluster,1.43513286661805,0.0018,0.0108129963898917,High-high mismatch cluster
E01000107,Barking and Dagenham 010C,Barking and Dagenham,children_and_adolescents,2.72160297397913,High-high mismatch cluster,2.13267021246017,0.0011,0.00778893617021277,High-high mismatch cluster
E01000108,Barking and Dagenham 010D,Barking and Dagenham,children_and_adolescents,2.46823646099039,High-high mismatch cluster,2.05039732689909,0.0003,0.0031661733615222,High-high mismatch cluster
E01000110,Barking and Dagenham 002C,Barking and Dagenham,children_and_adolescents,1.58028737160863,Not significant,0.830973174493605,0.036,0.0848098159509202,Not significant
E01000111,Barking and Dagenham 002D,Barking and Dagenham,children_and_adolescents,1.2673000313152,High-high mismatch cluster,0.910619425273791,0.0022,0.0125084282460137,High-high mismatch cluster
E01000112,Barking and Dagenham 002E,Barking and Dagenham,children_and_adolescents,1.27386405894282,High-high mismatch cluster,0.782445540779067,0.0009,0.00673583208395802,High-high mismatch cluster
E01000113,Barking and Dagenham 002F,Barking and Dagenham,children_and_adolescents,1.94520605141353,Not significant,1.06432451222035,0.033,0.0795441815548044,Not significant
E01000114,Barking and Dagenham 004E,Barking and Dagenham,children_and_adolescents,1.42742834605506,High-high mismatch cluster,0.97656242556188,0.0002,0.00242330097087379,High-high mismatch cluster
E01000115,Barnet 009A,Barnet,children_and_adolescents,-0.157838068619883,Not significant,-0.0619300525040396,0.0514,0.1066010801828,Not significant
E01000116,Barnet 009B,Barnet,children_and_adolescents,1.56674695584544,Not significant,0.700573545233515,0.0423,0.0942685714285714,Not significant
E01000117,Barnet 010A,Barnet,children_and_adolescents,1.19812419994855,Not significant,0.582461468306975,0.0476,0.10137337883959,Not significant
E01000118,Barnet 010B,Barnet,children_and_adolescents,1.38382181787051,High-high mismatch cluster,0.786395265048135,0.0079,0.0297187641296157,High-high mismatch cluster
E01000119,Barnet 009C,Barnet,children_and_adolescents,0.438295509806634,Not significant,0.135177440472719,0.1039,0.172544510978044,Not significant
E01000120,Barnet 009D,Barnet,children_and_adolescents,0.345084854664724,Not significant,0.129257010255241,0.0825,0.146458036984353,Not significant
E01000121,Barnet 010C,Barnet,children_and_adolescents,1.73953182069598,Not significant,0.658667283397676,0.0624,0.121442807017544,Not significant
E01000122,Barnet 009E,Barnet,children_and_adolescents,0.840537410760574,Not significant,0.381338415688921,0.0414,0.0930102610261026,Not significant
E01000123,Barnet 010D,Barnet,children_and_adolescents,1.36033916481087,Not significant,0.461443236371124,0.0688,0.129701510574018,Not significant
E01000124,Barnet 010E,Barnet,children_and_adolescents,-1.25494181332166,Not significant,-0.251075731317323,0.1962,0.265716332067282,Not significant
E01000126,Barnet 026A,Barnet,children_and_adolescents,1.78460665808709,Not significant,0.53395816970078,0.1205,0.190299272382158,Not significant
E01000127,Barnet 024B,Barnet,children_and_adolescents,0.966366753587308,Not significant,0.405252430903204,0.0548,0.111113566206336,Not significant
E01000128,Barnet 024C,Barnet,children_and_adolescents,0.730631669390939,Not significant,0.314954137665209,0.0784,0.141647774158523,Not significant
E01000129,Barnet 024D,Barnet,children_and_adolescents,0.158565739547484,High-high mismatch cluster,0.0745965033448941,0.0064,0.0256205292702486,High-high mismatch cluster
E01000130,Barnet 021A,Barnet,children_and_adolescents,1.13286319354246,Not significant,0.466022387372365,0.0312,0.076762148841794,Not significant
E01000131,Barnet 024E,Barnet,children_and_adolescents,1.4984045974954,Not significant,0.435983569476836,0.087,0.152494382022472,Not significant
E01000132,Barnet 021B,Barnet,children_and_adolescents,1.56591694842348,Not significant,0.459071687097311,0.121,0.190847393364929,Not significant
E01000133,Barnet 021C,Barnet,children_and_adolescents,0.945915150422171,Not significant,0.328245077032545,0.1244,0.194428553537884,Not significant
E01000134,Barnet 024F,Barnet,children_and_adolescents,1.04222970004789,High-high mismatch cluster,0.649369584415031,0.0074,0.0283941583397387,High-high mismatch cluster
E01000135,Barnet 038A,Barnet,children_and_adolescents,-0.89919891152048,Not significant,-0.0491694186428965,0.4088,0.438206914322525,Not significant
E01000136,Barnet 038B,Barnet,children_and_adolescents,1.55876974921939,Not significant,0.0119803181014728,0.4943,0.495590600522193,Not significant
E01000137,Barnet 041A,Barnet,children_and_adolescents,0.459586977548525,Not significant,-0.108813128218269,0.2241,0.291102576112412,Not significant
E01000138,Barnet 040A,Barnet,children_and_adolescents,0.151274124249915,Not significant,0.0076937499298231,0.4363,0.458335353535354,Not significant
E01000139,Barnet 041B,Barnet,children_and_adolescents,-0.352537310801233,Not significant,-0.00781290173851926,0.4778,0.485384126984127,Not significant
E01000140,Barnet 041C,Barnet,children_and_adolescents,-1.41099137317475,Not significant,-0.222321781366711,0.2889,0.345351724137931,Not significant
E01000141,Barnet 039A,Barnet,children_and_adolescents,-1.4151350993857,Not significant,0.0685784226811443,0.3977,0.431137125488493,Not significant
E01000142,Barnet 040B,Barnet,children_and_adolescents,0.204260252189772,Not significant,-0.0197239929467369,0.3494,0.395063374858437,Not significant
E01000143,Barnet 041D,Barnet,children_and_adolescents,-0.139322517972192,Not significant,0.0404380599511109,0.1559,0.225842367962856,Not significant
E01000144,Barnet 038C,Barnet,children_and_adolescents,-0.2819609450493,Not significant,-0.0131304760693675,0.4401,0.460582641509434,Not significant
E01000145,Barnet 037A,Barnet,children_and_adolescents,0.738485442184191,Not significant,0.10755948363347,0.2824,0.339980713596914,Not significant
E01000146,Barnet 038D,Barnet,children_and_adolescents,-0.978195779060312,Not significant,-0.0747491757883458,0.4197,0.446344780570942,Not significant
E01000147,Barnet 043F,Barnet,children_and_adolescents,-0.580369319522647,Not significant,-0.177132685637214,0.1289,0.198785542168675,Not significant
E01000150,Barnet 036A,Barnet,children_and_adolescents,1.08505006879406,Not significant,-0.106821174255016,0.3315,0.380774965485504,Not significant
E01000151,Barnet 026B,Barnet,children_and_adolescents,2.42394320566267,Not significant,1.4162752047055,0.0189,0.0541301204819277,Not significant
E01000152,Barnet 026C,Barnet,children_and_adolescents,2.3753107486446,Not significant,1.26982381561449,0.0212,0.0586968386023295,Not significant
E01000153,Barnet 026D,Barnet,children_and_adolescents,1.48651261272514,Not significant,0.657869892254469,0.0265,0.0682600619195046,Not significant
E01000154,Barnet 026E,Barnet,children_and_adolescents,0.0574674141055134,Not significant,0.0173130589928616,0.0971,0.164591918505942,Not significant
E01000156,Barnet 022A,Barnet,children_and_adolescents,0.886632750121669,Not significant,0.201840065151129,0.1848,0.254418532818533,Not significant
E01000157,Barnet 022B,Barnet,children_and_adolescents,0.642922510190738,Not significant,0.262262752339435,0.0644,0.124125405405405,Not significant
E01000158,Barnet 015A,Barnet,children_and_adolescents,0.421177270882521,Not significant,0.049782787675146,0.3239,0.374573413617415,Not significant
E01000159,Barnet 015B,Barnet,children_and_adolescents,0.315559318673195,Not significant,0.0471884876271154,0.2659,0.327142645971914,Not significant
E01000160,Barnet 015C,Barnet,children_and_adolescents,0.524791144955245,Not significant,0.0531995049861329,0.3368,0.385355397662159,Not significant
E01000161,Barnet 015D,Barnet,children_and_adolescents,-0.805389123631161,Not significant,-0.139250250539272,0.2716,0.331660273972603,Not significant
E01000162,Barnet 015E,Barnet,children_and_adolescents,-0.573820118266788,Not significant,-0.0720874387410843,0.3175,0.36928238583411,Not significant
E01000163,Barnet 022C,Barnet,children_and_adolescents,0.710058524114928,Not significant,0.307640381360674,0.0473,0.10107680478428,Not significant
E01000164,Barnet 022D,Barnet,children_and_adolescents,0.5543816760974,Not significant,0.120276243702808,0.1623,0.233017428817947,Not significant
E01000165,Barnet 022E,Barnet,children_and_adolescents,1.60500636296215,Not significant,0.0494824686241891,0.4672,0.478609152472809,Not significant
E01000166,Barnet 003A,Barnet,children_and_adolescents,0.832656026748551,Not significant,0.302419992917305,0.0668,0.127082926829268,Not significant
E01000167,Barnet 002A,Barnet,children_and_adolescents,0.968215181960322,Not significant,0.416122623841766,0.035,0.0830023752969121,Not significant
E01000168,Barnet 003B,Barnet,children_and_adolescents,0.129456581412879,Not significant,0.0495617332866777,0.0784,0.141647774158523,Not significant
E01000169,Barnet 003C,Barnet,children_and_adolescents,0.960974349227968,Not significant,0.253136723866608,0.1668,0.237565078459344,Not significant
E01000170,Barnet 006A,Barnet,children_and_adolescents,0.637149683697511,Not significant,0.242776180540665,0.0566,0.113381701444623,Not significant
E01000171,Barnet 006B,Barnet,children_and_adolescents,0.926876912428358,Not significant,0.322743953249674,0.0403,0.0914443636363636,Not significant
E01000172,Barnet 003D,Barnet,children_and_adolescents,1.82299644493773,Not significant,0.689528280392397,0.023,0.0623322475570033,Not significant
E01000173,Barnet 006C,Barnet,children_and_adolescents,1.11819101328407,Not significant,0.64325021714349,0.0244,0.0647111111111111,Not significant
E01000174,Barnet 006D,Barnet,children_and_adolescents,1.10717456649329,High-high mismatch cluster,0.608911636570235,0.0183,0.0529586086956522,Not significant
E01000175,Barnet 006E,Barnet,children_and_adolescents,2.53617787122852,High-high mismatch cluster,1.177672475753,0.0115,0.0383743315508021,High-high mismatch cluster
E01000176,Barnet 027A,Barnet,children_and_adolescents,-0.520402258358053,Not significant,-0.0892537019432231,0.2234,0.2907228362878,Not significant
E01000177,Barnet 029A,Barnet,children_and_adolescents,0.696956859071595,Not significant,0.00874898981261513,0.4993,0.499500120240481,Not significant
E01000178,Barnet 027B,Barnet,children_and_adolescents,0.606672907007415,Not significant,0.00251302259606888,0.4891,0.492852956609485,Not significant
E01000179,Barnet 029B,Barnet,children_and_adolescents,0.595239564396249,Not significant,0.0301273527830388,0.4376,0.459217826361152,Not significant
E01000180,Barnet 029C,Barnet,children_and_adolescents,-1.35728412569063,Not significant,-0.115232758831118,0.392,0.427356191308146,Not significant
E01000181,Barnet 029D,Barnet,children_and_adolescents,-0.858487973177682,Not significant,0.13738566080463,0.2705,0.330964705882353,Not significant
E01000182,Barnet 029E,Barnet,children_and_adolescents,-1.85173884198851,Not significant,0.0234558398989744,0.4736,0.482886274509804,Not significant
E01000183,Barnet 033A,Barnet,children_and_adolescents,0.737789892723251,Not significant,-0.00582513727143468,0.4738,0.482991545844395,Not significant
E01000184,Barnet 027C,Barnet,children_and_adolescents,0.17287949224052,Not significant,0.0172297298114988,0.3358,0.384652042221202,Not significant
E01000185,Barnet 029F,Barnet,children_and_adolescents,-0.414705222055535,Not significant,-0.081017503646201,0.2762,0.334901724556716,Not significant
E01000186,Barnet 014A,Barnet,children_and_adolescents,0.62022483516949,Not significant,0.214382314773836,0.101,0.169191946308725,Not significant
E01000187,Barnet 014B,Barnet,children_and_adolescents,1.37878419654199,Not significant,0.809100998518389,0.0209,0.0581889570552147,Not significant
E01000188,Barnet 014C,Barnet,children_and_adolescents,1.14523846522928,High-high mismatch cluster,0.644080621042381,0.0024,0.013312,High-high mismatch cluster
E01000189,Barnet 014D,Barnet,children_and_adolescents,0.958374930046014,Not significant,0.48823913957042,0.0237,0.0634372117962467,Not significant
